0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,Target
-1.1337742971330147,-1.7775305743871166,0.27899745491183675,0.1372958983521897,-0.8444007116042758,-0.7541086330468525,-1.1808735431940032,-0.2894800050231836,-0.30027549300692113,-1.1753350979104573,-0.953578997309615,-0.9891157111577117,-1.278388514176742,-1.1351054286008928,-1.7288880091269252,-1.9017541991644242,-1.311198620275731,-1.1363852583758118,0.0,-0.8718272155702801,2.1300854837931738,0.5405152015543337,0.9966593279855905,1.7603972543629745,0.7682433154024754,-0.6055830162570631,0.9600651010753698,1.2317986674047952,-0.5568390855884375,-0.5910062313198094,-0.9224118897681314,0.7822716745808248,-0.572847990372402,1.9554976281715135,2.2412334724023943,1.0007206927701262,-0.3742272469405174,1.0
-0.6119719622561762,-0.9002502388219749,-1.477204250472876,-1.6584411382134523,-1.8222786899369394,-0.38221037166315164,-0.8233828052196867,-0.47745993183515517,-0.44209578608716094,-0.9056117787935007,-0.6717386010050287,-0.6064207256535324,-0.5284043860676788,-0.706741248806577,-0.7417096145165115,-0.7951303893590751,-0.22679336239103215,-0.9165620192297226,0.0,-0.8741952187667846,-0.20458482216479357,-0.06480143657711931,-0.11383720039723245,-0.5821835529608411,-0.5403134238913413,-1.2629486633468603,-0.5508455832755584,-0.8293284991135512,-1.2097231406504658,-0.9833398431861569,-0.8395009672745127,-0.33304381866851634,-0.8625761786769244,0.08587904021374375,-0.023767769303204355,-0.05782945764089272,-0.6393150819570644,1.0
-0.5932412682219428,-0.9299525960116053,-1.10252053605524,-1.262294552770679,-1.624691533731036,-0.6080128919588693,-0.7710858701665679,-0.27627375434173845,-0.30163647200537325,-0.849114715759638,-0.8225406280413992,-0.7968593538056403,-0.3811642623212451,-0.6763167214799582,-0.6499739614962231,-0.7445465495321739,-0.2888322211885113,-0.8538615156186279,0.0,-0.4705353058433919,-0.11504127578992804,0.07743212739848014,0.03814681352377351,-0.07011013729694186,-0.43491419240306084,-1.3923408407750535,-0.20698923715123532,-0.2972429866205712,-1.269871653105719,-0.7358277187238395,-0.5842740560660371,-0.2136139193032936,-0.9074344654793302,0.11982932381384079,0.12262911255282964,-0.05782945764089272,-1.0655811528011985,1.0
-0.645968379353561,-0.5106720003258471,-0.8311048812033591,-0.9795882617267323,-1.3016251777506946,-0.6496973186673015,-0.7433270834164987,-0.21507528012015123,-0.24161729817363584,-0.8649915573353585,-0.8824648745610194,-0.7847450887753404,-0.2954862957054615,-0.6532506942650309,-0.18449486544599772,-0.31851275293181563,-0.12056243979260946,-0.784762893149007,0.0,-0.6105959509869103,-0.31374266917414984,-0.35193069005727157,-0.31278725469853624,-0.2120847316802031,-0.26743926217096964,-1.309878967632196,0.20608936633354014,0.14807715949123287,-1.3880425044280462,-0.5342651398094787,-0.37961888651920594,-0.21098854914440957,-0.8444309924456436,-0.5840508134000344,-0.2620400138704353,-0.03947972588945475,-0.7908229978185326,1.0
-0.7987806942849998,-0.17174688882274783,1.022445431978584,1.2272850239787534,0.7546276945710835,-0.6542039955195188,-0.788520774748813,1.5972964471623952,2.0129061802706527,-0.7153471805400013,0.2266424565233541,0.7045582036816723,0.0064833667326301804,-0.8054039204176721,-0.2515963974740177,-0.2303593621655169,0.2219260546647053,-0.7961279103116137,0.0,-0.6305153643159319,0.8679478777474672,0.04878258599163045,0.15842279003067242,-0.5079225697336739,0.11453446196754806,-0.3613173155228257,-0.26284733908763847,0.1816648532554666,-0.6466991002199433,-0.2979683257203738,-0.32478799457601865,-0.03271951201425105,-0.09426988605008323,1.1148079322919067,1.0745861561682262,-0.2527953574999095,-0.7780193349182674,1.0
-0.7323456818829804,-1.0213138643314938,-0.42031837184105475,-0.051031028673158084,-0.6846925381357111,-1.4806641643284353,-0.8061890401395532,2.654741536910822,2.938876508354427,-0.6914543638452451,1.0340811765567428,1.177866525131729,-0.1589114749840598,-0.7854715982959072,-0.8207503830990661,-0.8343369577685992,0.3001120136971441,-0.9189181288905632,0.0,-0.7955297602928514,-0.552525459507124,-0.3856509467573716,-0.4526125475058629,-1.2319240813822974,-0.29298065463442835,-1.0116130155506171,-0.5852147953508406,0.14728365045046155,-0.9476888387583443,-0.8134006834306132,-0.834656322262612,-0.3146696702132291,-0.870914802897821,-0.5702690151069271,-0.6112418544832173,-0.5498316402262953,-0.7092543666629231,1.0
-0.688030343179313,-1.1277915108639616,-0.27889622216332055,-0.12499237341714493,-0.7083770412605567,-0.9192114758165844,-0.7454006238448714,2.523378237082307,2.5336450115653153,-0.6616420734284639,0.9375623457981874,1.2954458272918346,-0.3840718576580472,-0.8038912686760393,-0.9696130160891544,-0.927237699198264,0.1743346013406119,-0.8642149740032813,0.0,-0.6229917055251135,0.10526427481489406,0.17681814714613686,0.18405146688794066,-0.43986436004752366,-0.29298065463442835,-1.347880022929186,-0.5117769990311243,-0.1894352685043699,-1.1487323979686785,-0.664909781469096,-0.9533987073257031,-0.4799894976454698,-0.8979036929826454,0.13798096059012813,0.27921340629059765,-0.6048808354806061,-0.8635761066500123,1.0
-0.739610993623733,0.3997582874598632,-1.1081469456570057,-1.2975788640246915,-1.1321836468335633,0.19842583298797106,-0.8841813338160699,0.1812593970246225,0.17373778855011565,-0.9219260673483364,-0.7874615957202897,-0.8857972879562477,1.1120903739565005,-0.3663232951217682,0.6716541862178101,0.7239399720445843,0.01541314113337132,-0.81351966790705,0.0,-1.1805464002743362,0.6004542995292255,-0.8603966660876913,-0.4644136591750222,0.8177479753935273,0.10562312858802289,-0.9407525539636098,0.7665703469186459,1.8249035889176344,-0.6236201610776438,0.08920306514121501,0.4058581302109205,3.0764905997848637,-0.17038137812152182,0.5974862841676687,0.8664988356950221,-0.0578294576408917,-1.162920557986977,1.0
2.3100744636967026,0.6083377868316842,-0.526692678374452,-0.7303157061717273,-0.21432803943372725,0.013797292276027611,2.156205076085614,-0.3607157571450672,-0.4297852075927007,1.8232828413557796,0.44460525992632494,-0.11613138522684298,0.5496111240220559,2.7517832461009233,0.7107967465674883,0.7408012519868844,0.5108741641324149,2.284426987404335,0.0,0.046439577506881304,-1.041745914463127,-1.263011460371563,-1.2379228876718182,-1.2684515255682816,-0.5689827829270143,0.42855324059276007,-0.8356376429029114,-0.9852171202386631,-0.04755986148860009,0.35487445770889225,0.03132680496853178,-1.1751927485567777,-0.43018792744568457,-1.0223792274052346,-1.0242093472446323,-0.5647407972743366,0.014828154804130706,1.0
2.63040767627525,-0.9327371919981332,-1.7100555561793156,-1.9195573786649085,-1.7407618213051939,-0.420876137337153,1.1949286391861222,-0.38081157836494045,-0.3832690392394519,1.0460556375192824,0.3402996279348042,0.0368568067501988,-0.567142513586927,1.123537533787462,-0.9919801934318275,-0.8447320187039008,0.48197935318564405,0.9974960769305009,0.0,0.9631006614935439,-1.0289539792667173,-0.7637995397513215,-0.9287099213101764,-1.3039451741640962,-0.7520301189944835,0.7799648982194315,-0.8969695027987062,-1.1238298646684295,0.1267749293966037,0.15898935879883275,-0.35024719441427543,-1.0963097737356382,0.4683808075820089,-0.9685965999199349,-1.0874090320665035,-0.47069842204822354,2.129434381871,1.0
